Country Name,Year,Average_Temperature_C,Ignore_This_Column
Japan,1993,22.18,garbage_data
Germany,1992,32.38,garbage_data
Canada,1991,18.96,garbage_data
Senegal,1990,43.34,garbage_data
Canada,1989,38.49,garbage_data
Japan,1988,16.59,garbage_data
Japan,1987,37.32,garbage_data
Brazil,1986,31.28,garbage_data
Canada,1985,26.35,garbage_data
Brazil,1984,23.26,garbage_data
Japan,1983,17.86,garbage_data
Canada,1982,21.71,garbage_data
Germany,1981,20.62,garbage_data
Senegal,1980,-3.52,garbage_data
Japan,1979,25.99,garbage_data
Senegal,1978,-4.22,garbage_data
Japan,1977,17.67,garbage_data
Brazil,2026,11.05,garbage_data
Brazil,2025,43.22,garbage_data
Senegal,2024,23.11,garbage_data
Germany,2023,11.42,garbage_data
Senegal,2022,11.62,garbage_data
Canada,2021,2.44,garbage_data
Canada,2020,35.46,garbage_data
Brazil,2019,9.21,garbage_data
Germany,2018,20.86,garbage_data
Brazil,2017,40.21,garbage_data
Canada,2016,19.28,garbage_data
Germany,2015,11.36,garbage_data
Germany,2014,20.91,garbage_data
Brazil,2013,25.4,garbage_data
Brazil,2012,19.74,garbage_data
Senegal,2011,44.14,garbage_data
Senegal,2010,-5.89,garbage_data
Germany,2009,44.23,garbage_data
Germany,2008,-8.72,garbage_data
Brazil,2007,11.47,garbage_data
Senegal,2006,21.71,garbage_data
Canada,2005,22.61,garbage_data
Germany,2004,14.9,garbage_data
Senegal,2003,15.51,garbage_data
Japan,2002,8.26,garbage_data
Brazil,2001,15.6,garbage_data
Brazil,2000,26.06,garbage_data
Canada,1999,10.65,garbage_data
Senegal,1998,21.08,garbage_data
Canada,1997,-9.17,garbage_data
Brazil,1996,36.95,garbage_data
Brazil,1995,4.82,garbage_data
Germany,1994,-8.93,garbage_data
Japan,1993,12.09,garbage_data
Germany,1992,-6.41,garbage_data
Canada,1991,11.49,garbage_data
Germany,1990,28.82,garbage_data
Brazil,1989,-0.88,garbage_data
Japan,1988,15.82,garbage_data
Senegal,1987,21.28,garbage_data
Canada,1986,29.85,garbage_data
Senegal,1985,44.31,garbage_data
Japan,1984,13.63,garbage_data
Senegal,1983,13.79,garbage_data
Germany,1982,32.06,garbage_data
Germany,1981,-6.74,garbage_data
Japan,1980,7.64,garbage_data
Japan,1979,-0.5,garbage_data
Japan,1978,15.5,garbage_data
Japan,1977,-7.83,garbage_data
Senegal,2026,4.85,garbage_data
Brazil,2025,42.36,garbage_data
Senegal,2024,18.7,garbage_data
Brazil,2023,-0.06,garbage_data
Senegal,2022,2.75,garbage_data
Senegal,2021,-1.0,garbage_data
Senegal,2020,-6.02,garbage_data
Brazil,2019,18.96,garbage_data
Japan,2018,22.0,garbage_data
Senegal,2017,10.4,garbage_data
Japan,2016,6.43,garbage_data
Japan,2015,-1.02,garbage_data
Senegal,2014,-9.89,garbage_data
Senegal,2013,7.72,garbage_data
Brazil,2012,1.22,garbage_data
Senegal,2011,37.52,garbage_data
Senegal,2010,20.37,garbage_data
Germany,2009,6.27,garbage_data
Japan,2008,34.28,garbage_data
Senegal,2007,34.16,garbage_data
Germany,2006,35.56,garbage_data
Japan,2005,24.27,garbage_data
Senegal,2004,36.66,garbage_data
Japan,2003,-3.78,garbage_data
Japan,2002,35.12,garbage_data
Canada,2001,24.61,garbage_data
Germany,2000,-2.72,garbage_data
Brazil,1999,-0.01,garbage_data
Senegal,1998,23.5,garbage_data
Japan,1997,32.47,garbage_data
Japan,1996,24.58,garbage_data
Japan,1995,24.81,garbage_data
Japan,1994,25.29,garbage_data
Germany,1993,6.74,garbage_data
Senegal,1992,37.15,garbage_data
Canada,1991,4.07,garbage_data
Germany,1990,17.23,garbage_data
Canada,1989,1.72,garbage_data
Senegal,1988,41.45,garbage_data
Brazil,1987,10.6,garbage_data
Japan,1986,-9.74,garbage_data
Japan,1985,20.92,garbage_data
Germany,1984,4.76,garbage_data
Brazil,1983,33.76,garbage_data
Senegal,1982,31.08,garbage_data
Senegal,1981,43.9,garbage_data
Senegal,1980,19.73,garbage_data
Germany,1979,8.49,garbage_data
Senegal,1978,19.43,garbage_data
Brazil,1977,29.26,garbage_data
Germany,2026,2.63,garbage_data
Canada,2025,-3.56,garbage_data
Canada,2024,38.11,garbage_data
Brazil,2023,37.29,garbage_data
Japan,2022,25.69,garbage_data
Japan,2021,13.75,garbage_data
Senegal,2020,2.3,garbage_data
Japan,2019,10.44,garbage_data
Germany,2018,9.59,garbage_data
Germany,2017,7.12,garbage_data
Brazil,2016,31.81,garbage_data
Brazil,2015,7.56,garbage_data
Japan,2014,20.86,garbage_data
Brazil,2013,21.72,garbage_data
Germany,2012,35.71,garbage_data
Senegal,2011,17.36,garbage_data
Japan,2010,29.28,garbage_data
Germany,2009,-1.54,garbage_data
Canada,2008,9.05,garbage_data
Germany,2007,25.97,garbage_data
Canada,2006,10.07,garbage_data
Japan,2005,-2.83,garbage_data
Brazil,2004,5.87,garbage_data
Brazil,2003,-8.36,garbage_data
Japan,2002,31.06,garbage_data
Germany,2001,29.88,garbage_data
Senegal,2000,-9.99,garbage_data
Germany,1999,37.89,garbage_data
Senegal,1998,21.36,garbage_data
Brazil,1997,37.36,garbage_data
Senegal,1996,23.03,garbage_data
Canada,1995,38.78,garbage_data
Canada,1994,-8.24,garbage_data
Senegal,1993,22.25,garbage_data
Canada,1992,-0.44,garbage_data
Japan,1991,4.17,garbage_data
Canada,1990,16.95,garbage_data
Canada,1989,20.75,garbage_data
Japan,1988,18.16,garbage_data
Brazil,1987,11.49,garbage_data
Brazil,1986,-2.06,garbage_data
Senegal,1985,6.41,garbage_data
Japan,1984,5.92,garbage_data
Brazil,1983,19.79,garbage_data
Germany,1982,22.25,garbage_data
Brazil,1981,-9.43,garbage_data
Germany,1980,15.43,garbage_data
Germany,1979,-4.86,garbage_data
Japan,1978,11.74,garbage_data
Japan,1977,1.6,garbage_data
Germany,2026,9.47,garbage_data
Japan,2025,-7.84,garbage_data
Japan,2024,12.51,garbage_data
Japan,2023,-3.05,garbage_data
Brazil,2022,27.55,garbage_data
Germany,2021,-1.83,garbage_data
Germany,2020,9.39,garbage_data
Canada,2019,-1.2,garbage_data
Canada,2018,5.26,garbage_data
Senegal,2017,14.25,garbage_data
Brazil,2016,11.63,garbage_data
Brazil,2015,-2.86,garbage_data
Canada,2014,8.04,garbage_data
Senegal,2013,36.38,garbage_data
Germany,2012,36.41,garbage_data
Senegal,2011,24.31,garbage_data
Germany,2010,25.02,garbage_data
Germany,2009,-5.48,garbage_data
Germany,2008,41.42,garbage_data
Senegal,2007,19.68,garbage_data
Senegal,2006,15.79,garbage_data
Brazil,2005,1.72,garbage_data
Canada,2004,17.48,garbage_data
Senegal,2003,30.37,garbage_data
Senegal,2002,16.12,garbage_data
Japan,2001,16.4,garbage_data
Senegal,2000,-9.88,garbage_data
Canada,1999,33.98,garbage_data
Brazil,1998,21.22,garbage_data
Senegal,1997,23.56,garbage_data
Japan,1996,-0.95,garbage_data
Germany,1995,15.07,garbage_data
Brazil,1994,5.76,garbage_data
Brazil,1993,37.89,garbage_data
Canada,1992,-3.18,garbage_data
Japan,1991,6.98,garbage_data
Germany,1990,17.94,garbage_data
Germany,1989,12.77,garbage_data
Japan,1988,9.03,garbage_data
Senegal,1987,44.4,garbage_data
Brazil,1986,10.62,garbage_data
Brazil,1985,14.34,garbage_data
Germany,1984,35.28,garbage_data
Brazil,1983,1.4,garbage_data
Germany,1982,27.15,garbage_data
Canada,1981,27.8,garbage_data
Senegal,1980,4.57,garbage_data
Japan,1979,33.29,garbage_data
Germany,1978,10.08,garbage_data
Japan,1977,-7.19,garbage_data
Germany,2026,-7.93,garbage_data
Senegal,2025,-3.94,garbage_data
Germany,2024,2.58,garbage_data
Germany,2023,1.43,garbage_data
Germany,2022,3.99,garbage_data
Senegal,2021,43.81,garbage_data
Senegal,2020,18.77,garbage_data
Brazil,2019,-6.9,garbage_data
Germany,2018,31.66,garbage_data
Canada,2017,30.67,garbage_data
Brazil,2016,-4.74,garbage_data
Brazil,2015,21.48,garbage_data
Senegal,2014,15.6,garbage_data
Brazil,2013,28.64,garbage_data
Brazil,2012,41.91,garbage_data
Senegal,2011,30.47,garbage_data
Japan,2010,13.77,garbage_data
Senegal,2009,4.05,garbage_data
Japan,2008,4.78,garbage_data
Brazil,2007,11.73,garbage_data
Germany,2006,28.64,garbage_data
Germany,2005,21.13,garbage_data
Brazil,2004,43.99,garbage_data
Senegal,2003,24.0,garbage_data
Japan,2002,37.67,garbage_data
Germany,2001,39.04,garbage_data
Canada,2000,26.81,garbage_data
Brazil,1999,4.08,garbage_data
Germany,1998,36.12,garbage_data
Senegal,1997,7.15,garbage_data
Canada,1996,-1.74,garbage_data
Brazil,1995,-0.86,garbage_data
Japan,1994,27.83,garbage_data
Brazil,1993,25.76,garbage_data
Senegal,1992,8.45,garbage_data
Senegal,1991,8.47,garbage_data
Japan,1990,11.6,garbage_data
Senegal,1989,-0.96,garbage_data
Germany,1988,39.05,garbage_data
Brazil,1987,38.6,garbage_data
Canada,1986,-5.36,garbage_data
Japan,1985,-0.26,garbage_data
Brazil,1984,-2.55,garbage_data
Canada,1983,42.01,garbage_data
Canada,1982,30.97,garbage_data
Germany,1981,29.81,garbage_data
Senegal,1980,17.48,garbage_data
Canada,1979,10.61,garbage_data
Brazil,1978,16.91,garbage_data
Germany,1977,-3.8,garbage_data
Japan,2026,29.56,garbage_data
Germany,2025,-1.99,garbage_data
Canada,2024,-4.51,garbage_data
Canada,2023,15.93,garbage_data
Senegal,2022,-4.43,garbage_data
Brazil,2021,7.37,garbage_data
Japan,2020,0.54,garbage_data
Brazil,2019,42.56,garbage_data
Canada,2018,0.28,garbage_data
Canada,2017,37.12,garbage_data
Senegal,2016,14.98,garbage_data
Senegal,2015,-3.51,garbage_data
Germany,2014,24.17,garbage_data
Senegal,2013,11.77,garbage_data
Japan,2012,-5.97,garbage_data
Japan,2011,24.18,garbage_data
Japan,2010,33.92,garbage_data
Senegal,2009,19.99,garbage_data
Germany,2008,11.53,garbage_data
Senegal,2007,43.34,garbage_data
Brazil,2006,37.66,garbage_data
Canada,2005,43.19,garbage_data
Brazil,2004,39.02,garbage_data
Brazil,2003,38.55,garbage_data
Germany,2002,35.14,garbage_data
Germany,2001,13.57,garbage_data
Japan,2000,36.82,garbage_data
Japan,1999,21.23,garbage_data
Brazil,1998,27.25,garbage_data
Japan,1997,-1.92,garbage_data
Brazil,1996,27.18,garbage_data
Senegal,1995,26.39,garbage_data
Canada,1994,2.17,garbage_data
Brazil,1993,44.26,garbage_data
Brazil,1992,-5.87,garbage_data
Senegal,1991,42.8,garbage_data
Canada,1990,4.8,garbage_data
Senegal,1989,-8.08,garbage_data
Senegal,1988,15.79,garbage_data
Japan,1987,-7.52,garbage_data
Germany,1986,-0.04,garbage_data
Senegal,1985,36.73,garbage_data
Senegal,1984,16.77,garbage_data
Japan,1983,-2.22,garbage_data
Germany,1982,7.99,garbage_data
Japan,1981,1.5,garbage_data
Canada,1980,0.59,garbage_data
Canada,1979,26.13,garbage_data
Brazil,1978,26.58,garbage_data
Senegal,1977,3.02,garbage_data
Brazil,2026,-1.74,garbage_data
Canada,2025,15.9,garbage_data
Brazil,2024,8.93,garbage_data
Germany,2023,5.7,garbage_data
Germany,2022,-0.59,garbage_data
Brazil,2021,17.17,garbage_data
Brazil,2020,10.01,garbage_data
Germany,2019,-5.85,garbage_data
Canada,2018,23.69,garbage_data
Brazil,2017,-6.88,garbage_data
Brazil,2016,43.33,garbage_data
Japan,2015,15.04,garbage_data
Canada,2014,33.82,garbage_data
Japan,2013,17.42,garbage_data
Germany,2012,37.84,garbage_data
Brazil,2011,2.48,garbage_data
Senegal,2010,-8.99,garbage_data
Japan,2009,10.56,garbage_data
Canada,2008,-5.32,garbage_data
Germany,2007,40.62,garbage_data
Brazil,2006,4.47,garbage_data
Senegal,2005,13.29,garbage_data
Canada,2004,8.69,garbage_data
Brazil,2003,15.47,garbage_data
Brazil,2002,6.59,garbage_data
Senegal,2001,18.4,garbage_data
Brazil,2000,9.08,garbage_data
Brazil,1999,30.99,garbage_data
Japan,1998,6.3,garbage_data
Canada,1997,0.13,garbage_data
Germany,1996,-0.91,garbage_data
Senegal,1995,-3.47,garbage_data
Senegal,1994,-5.85,garbage_data
Japan,1993,26.72,garbage_data
Brazil,1992,0.99,garbage_data
Japan,1991,42.1,garbage_data
Germany,1990,40.76,garbage_data
Germany,1989,5.95,garbage_data
Senegal,1988,0.41,garbage_data
Canada,1987,9.16,garbage_data
Brazil,1986,26.45,garbage_data
Japan,1985,-3.63,garbage_data
Germany,1984,11.02,garbage_data
Germany,1983,12.15,garbage_data
Germany,1982,5.25,garbage_data
Senegal,1981,12.34,garbage_data
Germany,1980,10.53,garbage_data
Brazil,1979,-5.15,garbage_data
Senegal,1978,16.45,garbage_data
Germany,1977,6.26,garbage_data
Senegal,2026,41.73,garbage_data
Canada,2025,-9.3,garbage_data
Canada,2024,2.26,garbage_data
Canada,2023,13.09,garbage_data
Germany,2022,30.81,garbage_data
Japan,2021,27.84,garbage_data
Japan,2020,44.52,garbage_data
Canada,2019,-8.26,garbage_data
Japan,2018,24.36,garbage_data
Canada,2017,25.18,garbage_data
Senegal,2016,3.35,garbage_data
Senegal,2015,16.47,garbage_data
Germany,2014,38.61,garbage_data
Brazil,2013,17.43,garbage_data
Senegal,2012,-9.14,garbage_data
Germany,2011,-0.09,garbage_data
Brazil,2010,-2.77,garbage_data
Senegal,2009,18.35,garbage_data
Japan,2008,20.4,garbage_data
Senegal,2007,24.81,garbage_data
Senegal,2006,4.48,garbage_data
Canada,2005,15.82,garbage_data
Canada,2004,8.49,garbage_data
Canada,2003,14.93,garbage_data
Canada,2002,20.84,garbage_data
Canada,2001,4.02,garbage_data
Germany,2000,20.38,garbage_data
Japan,1999,4.85,garbage_data
Germany,1998,39.88,garbage_data
Senegal,1997,-6.44,garbage_data
Japan,1996,1.51,garbage_data
Brazil,1995,-6.67,garbage_data
Senegal,1994,4.91,garbage_data
Canada,1993,18.47,garbage_data
Senegal,1992,4.68,garbage_data
Canada,1991,10.91,garbage_data
Senegal,1990,44.78,garbage_data
Japan,1989,38.95,garbage_data
Germany,1988,11.06,garbage_data
Brazil,1987,-0.88,garbage_data
Brazil,1986,17.11,garbage_data
Japan,1985,23.01,garbage_data
Japan,1984,3.81,garbage_data
Brazil,1983,13.39,garbage_data
Senegal,1982,17.15,garbage_data
Brazil,1981,31.69,garbage_data
Brazil,1980,2.39,garbage_data
Germany,1979,7.33,garbage_data
Germany,1978,-8.88,garbage_data
Japan,1977,12.23,garbage_data
Germany,2026,25.8,garbage_data
Brazil,2025,13.03,garbage_data
Japan,2024,39.22,garbage_data
Brazil,2023,43.02,garbage_data
Japan,2022,41.14,garbage_data
Canada,2021,30.74,garbage_data
Canada,2020,2.41,garbage_data
Canada,2019,24.55,garbage_data
Senegal,2018,21.53,garbage_data
Canada,2017,-8.55,garbage_data
Germany,2016,21.5,garbage_data
Brazil,2015,25.01,garbage_data
Japan,2014,16.38,garbage_data
Canada,2013,22.81,garbage_data
Canada,2012,31.45,garbage_data
Japan,2011,27.51,garbage_data
Canada,2010,28.49,garbage_data
Japan,2009,14.22,garbage_data
Senegal,2008,1.09,garbage_data
Brazil,2007,2.34,garbage_data
Germany,2006,21.29,garbage_data
Japan,2005,28.33,garbage_data
Canada,2004,-3.58,garbage_data
Senegal,2003,6.8,garbage_data
Germany,2002,15.67,garbage_data
Japan,2001,41.81,garbage_data
Senegal,2000,3.29,garbage_data
Japan,1999,13.34,garbage_data
Germany,1998,32.15,garbage_data
Canada,1997,30.24,garbage_data
Senegal,1996,35.71,garbage_data
Germany,1995,-8.67,garbage_data
Germany,1994,16.16,garbage_data
Japan,1993,18.92,garbage_data
Brazil,1992,0.84,garbage_data
Senegal,1991,16.57,garbage_data
Canada,1990,-8.39,garbage_data
Brazil,1989,13.41,garbage_data
Canada,1988,35.83,garbage_data
Japan,1987,11.04,garbage_data
Germany,1986,30.65,garbage_data
Japan,1985,22.96,garbage_data
Senegal,1984,-3.34,garbage_data
Germany,1983,39.57,garbage_data
Japan,1982,-1.59,garbage_data
Senegal,1981,31.82,garbage_data
Brazil,1980,18.35,garbage_data
Brazil,1979,-9.22,garbage_data
Japan,1978,31.95,garbage_data
Senegal,1977,6.52,garbage_data
Germany,2026,3.74,garbage_data
Germany,2025,41.57,garbage_data
Japan,2024,8.31,garbage_data
Brazil,2023,13.66,garbage_data
Japan,2022,15.16,garbage_data
Germany,2021,3.1,garbage_data
Japan,2020,20.07,garbage_data
Brazil,2019,36.8,garbage_data
Canada,2018,18.78,garbage_data
Brazil,2017,-6.34,garbage_data
Germany,2016,18.73,garbage_data
Canada,2015,8.2,garbage_data
Brazil,2014,18.44,garbage_data
Brazil,2013,39.41,garbage_data
Japan,2012,29.47,garbage_data
Japan,2011,22.73,garbage_data
Senegal,2010,38.07,garbage_data
Canada,2009,39.54,garbage_data
Senegal,2008,-7.03,garbage_data
Senegal,2007,-4.4,garbage_data
Germany,2006,19.61,garbage_data
Japan,2005,10.04,garbage_data
Canada,2004,30.97,garbage_data
Japan,2003,26.41,garbage_data
Senegal,2002,-2.12,garbage_data
Canada,2001,8.9,garbage_data
Canada,2000,12.23,garbage_data
Japan,1999,33.76,garbage_data
Germany,1998,25.41,garbage_data
Japan,1997,2.71,garbage_data
Japan,1996,32.47,garbage_data
Canada,1995,18.96,garbage_data
Senegal,1994,44.57,garbage_data
Brazil,1993,-0.03,garbage_data
Brazil,1992,41.44,garbage_data
Senegal,1991,-8.93,garbage_data
Japan,1990,24.87,garbage_data
Japan,1989,44.34,garbage_data
Canada,1988,39.98,garbage_data
Canada,1987,16.77,garbage_data
Brazil,1986,34.56,garbage_data
Canada,1985,6.94,garbage_data
Brazil,1984,4.07,garbage_data
Brazil,1983,43.65,garbage_data
Brazil,1982,14.66,garbage_data
Germany,1981,10.65,garbage_data
Japan,1980,29.85,garbage_data
Canada,1979,40.66,garbage_data
Brazil,1978,33.67,garbage_data
Japan,1977,13.9,garbage_data
Brazil,2026,0.35,garbage_data
Japan,2025,13.32,garbage_data
Brazil,2024,28.03,garbage_data
Senegal,2023,6.47,garbage_data
Canada,2022,30.91,garbage_data
Brazil,2021,36.09,garbage_data
Japan,2020,-7.08,garbage_data
Brazil,2019,26.85,garbage_data
Japan,2018,-5.84,garbage_data
Brazil,2017,-0.82,garbage_data
Japan,2016,13.52,garbage_data
Senegal,2015,32.54,garbage_data
Canada,2014,2.52,garbage_data
Canada,2013,10.97,garbage_data
Brazil,2012,22.79,garbage_data
Senegal,2011,28.48,garbage_data
Japan,2010,3.06,garbage_data
Japan,2009,25.2,garbage_data
Senegal,2008,12.52,garbage_data
Canada,2007,33.16,garbage_data
Canada,2006,-3.44,garbage_data
Japan,2005,26.98,garbage_data
Germany,2004,2.68,garbage_data
Senegal,2003,42.28,garbage_data
Germany,2002,9.15,garbage_data
Germany,2001,34.05,garbage_data
Brazil,2000,16.06,garbage_data
Japan,1999,13.76,garbage_data
Germany,1998,17.31,garbage_data
Japan,1997,20.3,garbage_data
Germany,1996,24.86,garbage_data
Japan,1995,31.92,garbage_data
Canada,1994,1.61,garbage_data
Brazil,1993,15.52,garbage_data
Brazil,1992,38.39,garbage_data
Brazil,1991,-8.92,garbage_data
Germany,1990,31.43,garbage_data
Canada,1989,13.56,garbage_data
Brazil,1988,24.05,garbage_data
Canada,1987,4.84,garbage_data
Brazil,1986,38.55,garbage_data
Senegal,1985,26.33,garbage_data
Germany,1984,40.08,garbage_data
Senegal,1983,44.02,garbage_data
Germany,1982,21.03,garbage_data
Brazil,1981,44.83,garbage_data
Germany,1980,13.49,garbage_data
Canada,1979,44.08,garbage_data
Germany,1978,0.47,garbage_data
Brazil,1977,1.44,garbage_data
Germany,2026,37.3,garbage_data
Germany,2025,31.68,garbage_data
Brazil,2024,2.83,garbage_data
Germany,2023,24.12,garbage_data
Senegal,2022,9.34,garbage_data
Germany,2021,-0.67,garbage_data
Brazil,2020,29.28,garbage_data
Germany,2019,21.46,garbage_data
Japan,2018,15.6,garbage_data
Canada,2017,16.46,garbage_data
Senegal,2016,-2.65,garbage_data
Brazil,2015,41.12,garbage_data
Canada,2014,1.04,garbage_data
Japan,2013,21.24,garbage_data
Japan,2012,9.04,garbage_data
Senegal,2011,6.73,garbage_data
Germany,2010,40.36,garbage_data
Senegal,2009,34.74,garbage_data
Germany,2008,24.8,garbage_data
Germany,2007,8.31,garbage_data
Germany,2006,32.86,garbage_data
Canada,2005,44.57,garbage_data
Senegal,2004,16.45,garbage_data
Germany,2003,6.82,garbage_data
Brazil,2002,38.06,garbage_data
Senegal,2001,30.64,garbage_data
Brazil,2000,15.29,garbage_data
Senegal,1999,-8.33,garbage_data
Japan,1998,14.06,garbage_data
Canada,1997,-1.98,garbage_data
Germany,1996,41.61,garbage_data
Senegal,1995,37.48,garbage_data
Germany,1994,36.93,garbage_data
Senegal,1993,33.85,garbage_data
Canada,1992,10.87,garbage_data
Germany,1991,38.1,garbage_data
Japan,1990,30.37,garbage_data
Brazil,1989,42.67,garbage_data
Canada,1988,29.11,garbage_data
Brazil,1987,-2.99,garbage_data
Japan,1986,28.78,garbage_data
Brazil,1985,41.53,garbage_data
Germany,1984,2.46,garbage_data
Senegal,1983,13.36,garbage_data
Brazil,1982,33.8,garbage_data
Japan,1981,-0.13,garbage_data
Japan,1980,38.74,garbage_data
Senegal,1979,16.66,garbage_data
Senegal,1978,12.28,garbage_data
Japan,1977,42.81,garbage_data
Canada,2026,31.93,garbage_data
Germany,2025,6.52,garbage_data
Germany,2024,16.31,garbage_data
Germany,2023,19.09,garbage_data
Japan,2022,-5.18,garbage_data
Brazil,2021,32.16,garbage_data
Senegal,2020,-2.77,garbage_data
Senegal,2019,4.12,garbage_data
Japan,2018,29.87,garbage_data
Senegal,2017,37.26,garbage_data
Brazil,2016,-7.1,garbage_data
Canada,2015,39.08,garbage_data
Brazil,2014,0.3,garbage_data
Japan,2013,-2.14,garbage_data
Japan,2012,14.18,garbage_data
Canada,2011,34.55,garbage_data
Germany,2010,1.72,garbage_data
Canada,2009,6.07,garbage_data
Senegal,2008,2.1,garbage_data
Senegal,2007,35.38,garbage_data
Senegal,2006,36.67,garbage_data
Canada,2005,39.32,garbage_data
Brazil,2004,33.91,garbage_data
Brazil,2003,3.0,garbage_data
Germany,2002,25.11,garbage_data
Japan,2001,2.33,garbage_data
Canada,2000,5.3,garbage_data
Senegal,1999,33.94,garbage_data
Canada,1998,18.86,garbage_data
Canada,1997,12.36,garbage_data
Germany,1996,39.33,garbage_data
Brazil,1995,4.38,garbage_data
Canada,1994,44.57,garbage_data
Japan,1993,44.42,garbage_data
Canada,1992,-4.21,garbage_data
Brazil,1991,18.24,garbage_data
Germany,1990,30.35,garbage_data
Japan,1989,4.9,garbage_data
Senegal,1988,35.38,garbage_data
Senegal,1987,38.01,garbage_data
Canada,1986,22.96,garbage_data
Japan,1985,12.63,garbage_data
Brazil,1984,13.28,garbage_data
Senegal,1983,30.49,garbage_data
Canada,1982,19.55,garbage_data
Japan,1981,-4.81,garbage_data
Brazil,1980,23.53,garbage_data
Germany,1979,4.45,garbage_data
Senegal,1978,1.59,garbage_data
Senegal,1977,5.6,garbage_data
Germany,2026,22.59,garbage_data
Brazil,2025,27.24,garbage_data
Senegal,2024,9.39,garbage_data
Japan,2023,8.3,garbage_data
Germany,2022,18.23,garbage_data
Germany,2021,-8.98,garbage_data
Japan,2020,4.81,garbage_data
Brazil,2019,11.9,garbage_data
Canada,2018,-5.02,garbage_data
Japan,2017,33.43,garbage_data
Canada,2016,38.51,garbage_data
Senegal,2015,-0.15,garbage_data
Canada,2014,25.14,garbage_data
Canada,2013,-2.52,garbage_data
Senegal,2012,33.93,garbage_data
Brazil,2011,42.27,garbage_data
Germany,2010,1.31,garbage_data
Senegal,2009,43.77,garbage_data
Senegal,2008,-8.95,garbage_data
Brazil,2007,2.34,garbage_data
Brazil,2006,13.46,garbage_data
Senegal,2005,7.17,garbage_data
Brazil,2004,32.34,garbage_data
Senegal,2003,44.86,garbage_data
Canada,2002,21.58,garbage_data
Senegal,2001,9.57,garbage_data
Japan,2000,18.17,garbage_data
Canada,1999,9.39,garbage_data
Brazil,1998,-8.92,garbage_data
Germany,1997,-8.44,garbage_data
Brazil,1996,-3.76,garbage_data
Canada,1995,8.96,garbage_data
Senegal,1994,-7.55,garbage_data
Germany,1993,11.15,garbage_data
Brazil,1992,-1.43,garbage_data
Brazil,1991,-8.62,garbage_data
Senegal,1990,25.17,garbage_data
Japan,1989,-6.6,garbage_data
Japan,1988,33.75,garbage_data
Canada,1987,44.31,garbage_data
Germany,1986,0.62,garbage_data
Germany,1985,-5.96,garbage_data
Brazil,1984,38.23,garbage_data
Japan,1983,-5.29,garbage_data
Senegal,1982,14.87,garbage_data
Senegal,1981,-3.13,garbage_data
Germany,1980,-2.44,garbage_data
Japan,1979,43.05,garbage_data
Brazil,1978,9.55,garbage_data
Germany,1977,33.88,garbage_data
Germany,2026,-9.79,garbage_data
Brazil,2025,-6.76,garbage_data
Senegal,2024,19.92,garbage_data
Germany,2023,4.18,garbage_data
Germany,2022,9.57,garbage_data
Senegal,2021,17.68,garbage_data
Japan,2020,7.74,garbage_data
Canada,2019,3.78,garbage_data
Canada,2018,3.25,garbage_data
Canada,2017,34.47,garbage_data
Brazil,2016,27.56,garbage_data
Japan,2015,28.61,garbage_data
Japan,2014,11.74,garbage_data
Brazil,2013,24.09,garbage_data
Germany,2012,26.2,garbage_data
Japan,2011,-1.38,garbage_data
Germany,2010,13.35,garbage_data
Germany,2009,34.15,garbage_data
Japan,2008,24.51,garbage_data
Senegal,2007,13.64,garbage_data
Brazil,2006,20.52,garbage_data
Germany,2005,42.89,garbage_data
Germany,2004,9.88,garbage_data
Brazil,2003,29.89,garbage_data
Canada,2002,31.37,garbage_data
Senegal,2001,-2.15,garbage_data
Japan,2000,11.92,garbage_data
Japan,1999,9.1,garbage_data
Brazil,1998,25.42,garbage_data
Canada,1997,-6.76,garbage_data
Brazil,1996,3.47,garbage_data
Brazil,1995,13.76,garbage_data
Brazil,1994,34.41,garbage_data
Senegal,1993,1.5,garbage_data
Senegal,1992,5.45,garbage_data
Germany,1991,40.07,garbage_data
Canada,1990,-8.95,garbage_data
Germany,1989,2.22,garbage_data
Canada,1988,6.29,garbage_data
Brazil,1987,-3.62,garbage_data
Brazil,1986,11.37,garbage_data
Germany,1985,-1.4,garbage_data
Germany,1984,10.65,garbage_data
Senegal,1983,-6.02,garbage_data
Senegal,1982,-4.56,garbage_data
Japan,1981,25.54,garbage_data
Brazil,1980,44.49,garbage_data
Germany,1979,13.52,garbage_data
Brazil,1978,1.87,garbage_data
Brazil,1977,-2.05,garbage_data
Japan,2026,0.48,garbage_data
Japan,2025,25.65,garbage_data
Brazil,2024,12.97,garbage_data
Japan,2023,-8.91,garbage_data
Senegal,2022,7.45,garbage_data
Canada,2021,10.6,garbage_data
Germany,2020,36.91,garbage_data
Germany,2019,-7.44,garbage_data
Canada,2018,35.18,garbage_data
Senegal,2017,17.33,garbage_data
Japan,2016,11.81,garbage_data
Germany,2015,43.89,garbage_data
Germany,2014,17.56,garbage_data
Brazil,2013,5.08,garbage_data
Canada,2012,20.68,garbage_data
Brazil,2011,18.95,garbage_data
Japan,2010,39.25,garbage_data
Senegal,2009,11.5,garbage_data
Brazil,2008,30.32,garbage_data
Canada,2007,32.3,garbage_data
Senegal,2006,25.89,garbage_data
Senegal,2005,18.67,garbage_data
Canada,2004,10.01,garbage_data
Canada,2003,-1.62,garbage_data
Senegal,2002,1.76,garbage_data
Germany,2001,29.1,garbage_data
